CaseUniqueId,CaseNodeId,ProposalDescription,SiteAddress,SitePostcode,SiteEasting,SiteNorthing,SiteVisibleFromPublicLand,SiteArea,SiteAreaUnitMeasurement,TotalExistingResidentialUnits,TotalProposedResidentialUnits,NetResidentialUnitChange,NetAdditionalFloorspaceSqM,NonResExistingFloorspaceSqM,NonResFloorspaceLostSqM,NonResFloorspaceProposedSqM,NonResNetFloorspaceSqM,ActivitiesProcessesDescription,IsWasteDevelopment,WasteType,WasteMaxThroughputType,VoidCapacityCubicMetres,LiquidWasteMaxAnnualThroughput,ParkingGroupID,ParkingVehicleType,ParkingExistingSpaces,ParkingProposedSpaces,ParkingSpaceDifference,NonResGroupID,UseClass,FloorspaceChange,ExistingFloorspaceSqM,FloorspaceLostSqM,FloorspaceProposedSqM,ExistingHousingGroupID,ExistingHousingOccupancyType,ExistingHousingUnitType,ExistingHousing1BedCount,ExistingHousing2BedCount,ExistingHousing3BedCount,ExistingHousing4PlusBedCount,ExistingHousingUnknownBedCount,ExistingHousingTotalUnits,ProposedHousingGroupID,ProposedHousingUnitType,ProposedHousingOccupancyType,ProposedHousing1BedCount,ProposedHousing2BedCount,ProposedHousing3BedCount,ProposedHousing4PlusBedCount,ProposedHousingUnknownBedCount,ProposedHousingTotalUnits
3332644,54724677,NULL,"Land off Chelmsford Road, Hartford End, Chelmsford, Essex",CM3 1JZ,568698,217595,NULL,2.42,NULL,0,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,Cars,0,115,115,15,NULL,NULL,NULL,NULL,NULL,5,Intermediate,Houses,NULL,3,2,NULL,NULL,5,2,Houses,Market Housing,NULL,14,7,9,NULL,30
3359924,60920269,NULL,"515-517 Stockwood Road,
Brislington,
Bristol City,
Bristol",BS4 5LR,362599,170022,NULL,235,Square Metres,0,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,3,4,0,0,0,7
3376738,64740399,NULL,"33 Brockworth Crescent, Stapleton, Bristol",BS16 1HQ,NULL,NULL,Yes,0.05,Hectares,0,0,0,0,180,180,180,-180,NULL,No,NULL,NULL,NULL,NULL,12,Cars,4,4,0,15,Other,NULL,NULL,NULL,NULL,3,NULL,Houses,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376738,64740399,NULL,"33 Brockworth Crescent, Stapleton, Bristol",BS16 1HQ,NULL,NULL,Yes,0.05,Hectares,0,0,0,0,180,180,180,-180,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,5,7,2,15,Other,NULL,NULL,NULL,NULL,3,NULL,Houses,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3347363,58009481,NULL,"Land West of Thaxted Road
Saffron Walden",NULL,554773,237405,NULL,7.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3153433,16784769,NULL,"Seafield Farm
Seafield Lane
Beoley
Worcestershire
",B98 9DB,NULL,NULL,Yes,2656,Square Metres,NULL,NULL,NULL,900,1687,1687,2587,2587,NULL,No,NULL,NULL,NULL,NULL,12,Cars,10,10,0,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3351641,58938529,NULL,"59 Langton Road
Brislington
Bristol",BS4 4ER,361892,172127,NULL,188,Square Metres,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3377521,65006133,NULL,"8 & 8A Durdham Park, Westbury Park, Bristol",BS8 2AX,357539,175039,Yes,375,Square Metres,0,8,8,0,434,434,0,0,NULL,No,NULL,NULL,NULL,NULL,14,Cycle Spaces,0,11,11,15,Other,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,NULL,1,NULL,NULL,NULL
3377521,65006133,NULL,"8 & 8A Durdham Park, Westbury Park, Bristol",BS8 2AX,357539,175039,Yes,375,Square Metres,0,8,8,0,434,434,0,0,NULL,No,NULL,NULL,NULL,NULL,13,Cars,1,1,0,15,Other,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,NULL,1,NULL,NULL,NULL
3377521,65006133,NULL,"8 & 8A Durdham Park, Westbury Park, Bristol",BS8 2AX,357539,175039,Yes,375,Square Metres,0,8,8,0,434,434,0,0,NULL,No,NULL,NULL,NULL,NULL,13,Cars,1,1,0,15,Other,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,Flats and Maisonettes,Market Housing,6,1,NULL,NULL,NULL,NULL
3377521,65006133,NULL,"8 & 8A Durdham Park, Westbury Park, Bristol",BS8 2AX,357539,175039,Yes,375,Square Metres,0,8,8,0,434,434,0,0,NULL,No,NULL,NULL,NULL,NULL,14,Cycle Spaces,0,11,11,15,Other,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,Flats and Maisonettes,Market Housing,6,1,NULL,NULL,NULL,NULL
3360801,61126851,NULL,"Land east of St Edmunds Lane,
Great Dunmow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3341452,56658251,NULL,"Promenade House
Clifton Down
Clifton
Bristol",BS8 3NE,NULL,NULL,NULL,0.0309,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3299677,47687098,NULL,"Land east of Parsonage Road, and south of Hall Road, Stansted, Essex, ",CM22 6PL,NULL,NULL,NULL,22.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Solar farm,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3361506,61294696,NULL,"2 Merton Road,
Bristol",BS7 8TL,NULL,NULL,NULL,0.03,Hectares,NULL,NULL,NULL,NULL,414,414,687,-414,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,22,22,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3372727,63774585,NULL,"Unit 7 Newbridge Trading Estate, Newbridge Close, St. Anne's, Bristol",BS4 4AX,NULL,NULL,Yes,364,Square Metres,NULL,NULL,NULL,0,364,364,364,0,A change of use from an office use (Use Class E.G.i) to an office (Use Class E.G.i) or educational use (Use Class F.1) using Class V of Part 3 of Schedule 2 of The Town and Country Planning (General Permitted Development) (England) Order 2015.,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,8,8,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3372727,63774585,NULL,"Unit 7 Newbridge Trading Estate, Newbridge Close, St. Anne's, Bristol",BS4 4AX,NULL,NULL,Yes,364,Square Metres,NULL,NULL,NULL,0,364,364,364,0,A change of use from an office use (Use Class E.G.i) to an office (Use Class E.G.i) or educational use (Use Class F.1) using Class V of Part 3 of Schedule 2 of The Town and Country Planning (General Permitted Development) (England) Order 2015.,NULL,NULL,NULL,NULL,NULL,12,Cars,10,9,-1,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3374771,64238131,NULL,"11-13 Whiteladies Road, Bristol",BS8 1PH ,357831,173532,Yes,0.0662,Hectares,NULL,NULL,NULL,117.2,214,214,331.2,331.2,NULL,No,NULL,NULL,NULL,NULL,12,Cars,8,0,-8,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3374771,64238131,NULL,"11-13 Whiteladies Road, Bristol",BS8 1PH ,357831,173532,Yes,0.0662,Hectares,NULL,NULL,NULL,117.2,214,214,331.2,331.2,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,14,14,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3324434,52887835,NULL,"Land to the north of Roseacres, between Parsonage Road and Smiths Green Lane, Takeley, Essex, CM22 6NZ (Land known as Bull Field, Warish Hall Farm, Takeley, Essex)",CM22 6NZ,556844,222165,NULL,19.8,NULL,0,96,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,Social Rented,NULL,9,17,11,2,NULL,39,2,Houses,Market Housing,NULL,11,25,21,NULL,57
3374895,64264576,NULL,"357 Filton Avenue, Horfield, Bristol",BS7 0BD ,360258,177489,Yes,339,Square Metres,1,1,0,-150,320,320,45,45,NULL,No,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,6,8,14,Other,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,0,1,0,0,0,1,2,Flats and Maisonettes,Market Housing,0,0,1,0,0,1
3372814,63797785,NULL,"13 Risdale Road, Ashton, Bristol",BS3 2QU ,356663,170370,Yes,210,Square Metres,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,12,Cars,0,2,2,14,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,0,1,0,0,0,1
3372814,63797785,NULL,"13 Risdale Road, Ashton, Bristol",BS3 2QU ,356663,170370,Yes,210,Square Metres,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,2,2,14,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,0,1,0,0,0,1
3352831,59217545,NULL,"87 Queenshill Road,
Bristol",BS4 2ZQ,NULL,NULL,NULL,436,Square Metres,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,4,3,-1,14,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,1,NULL,NULL,NULL,NULL,1
3352831,59217545,NULL,"87 Queenshill Road,
Bristol",BS4 2ZQ,NULL,NULL,NULL,436,Square Metres,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,4,4,14,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,1,NULL,NULL,NULL,NULL,1
3354625,59654772,NULL,"David Lloyd,
Greystoke Avenue,
Southmead,
Bristol City",BS10 6AZ,357666,177870,NULL,0.9,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3341247,56606826,NULL,"396 Hotwell Road
Clifton
Bristol",BS8 4NU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3361296,61248526,NULL,"265-267 Church Road,
Bristol",BS5 9HU,NULL,NULL,NULL,0.03,Hectares,NULL,NULL,NULL,273,414,414,687,687,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,22,22,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3378824,65783528,NULL,"Land at former Pickfield Nurseries, Pick Hill, Waltham Abbey",EN9 3LD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3153433,16784769,NULL,"Seafield Farm
Seafield Lane
Beoley
Worcestershire
",B98 9DB,NULL,NULL,Yes,2656,Square Metres,NULL,NULL,NULL,900,1687,1687,2587,2587,NULL,No,NULL,NULL,NULL,NULL,12,Cars,10,10,0,13,B8 Storage and Distribution,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3304712,48694926,NULL,"Draper’s Farm (Drapers Chase Solar Farm), Rayne, Essex",CM77 6SN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3367902,62759342,NULL,"11-13 Whiteladies Road,
Clifton,
Bristol",BS8 1PB,357831,173532,NULL,0.0662,NULL,NULL,NULL,NULL,-214,214,214,4 rooms,4 rooms,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,10,0,10,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3369242,63090056,NULL,"Chasefield House, 
888 Fishponds Road, 
Bristol ",BS16 3XB,363729,175975,NULL,512,Square Metres,11,19,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,2,2,0,13,NULL,NULL,NULL,NULL,NULL,3,Social Rented,Unknown,11,NULL,NULL,NULL,NULL,11,2,Bedsit/Studios,Market Housing,19,NULL,NULL,NULL,NULL,19
3302145,48186011,NULL,"Canfield Moat
High Cross Lane West
Little Canfield
Essex, 
",CM6 1TD ,NULL,NULL,No,3.4,NULL,0,15,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,0,36,36,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,Houses,Market Housing,NULL,NULL,NULL,NULL,15,15
3346773,57862549,NULL,"Land South of Bedwell Road,
Elsenham",NULL,552856,226949,NULL,1.42ha,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3370511,63357980,NULL,"11-13 Whiteladies Road, Bristol, ",BS8 1PB,357831,173532,NULL,0.1082,Hectares,NULL,NULL,NULL,0,983.6,983.6,983.6,983.6,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,20,12,-8,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3370511,63357980,NULL,"11-13 Whiteladies Road, Bristol, ",BS8 1PB,357831,173532,NULL,0.1082,Hectares,NULL,NULL,NULL,0,983.6,983.6,983.6,983.6,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,10,10,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3377086,64834926,NULL,"703 Fishponds Road, Bristol",BS16 3UH,363204,175762,Yes,153,Square Metres,NULL,NULL,NULL,95,82,82,117,95,NULL,No,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3326935,53448038,NULL,"London Stansted Airport
Bassingbourn Road
Stansted
Essex
",CM24 1QW,NULL,NULL,NULL,4.1,NULL,NULL,NULL,NULL,NULL,3710,3710,52445,48735,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3374574,64180342,NULL,"Land on South West side of Strathmore Road, Horfield, Bristol",BS7 9QQ,359494,176476,NULL,0.00425,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3373031,63843889,NULL,"16 Elmgrove Road, Bristol",BS16 2AX,NULL,NULL,No,0.05,Hectares,1,0,-1,139,0,0,139,139,NULL,No,NULL,NULL,NULL,NULL,12,Cycle Spaces,NULL,3,3,13,Other,NULL,NULL,NULL,NULL,3,Market Housing,Houses,NULL,NULL,NULL,1,NULL,-1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3348339,58221735,NULL,"1 Repton Road, Brislington, Bristol",BS4 3LS,NULL,NULL,NULL,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,A1 Shops,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3353379,59351210,NULL,"Redcliff Quay, 120 Redcliff Street, Redcliff, Bristol",BS1 6HU,NULL,NULL,NULL,0.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3326157,53280239,NULL,"Moors Field, Station Road, Little Dunmow, Essex",NULL,566230,221374,NULL,14,Hectares,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3306318,49053582,NULL,"land to the south of Birchanger Lane
Birchanger
Essex
",CM23 5QH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3375423,64396048,NULL,"72-74 Gloucester Road, Bristol",BS7 8BF,35899,175154,Yes,272,Square Metres,NULL,NULL,NULL,98.8,343,218,441.9,98.8,n/a,No,NULL,NULL,NULL,NULL,12,Cars,2,0,-2,14,C1 Hotels and Halls of Residence,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3375423,64396048,NULL,"72-74 Gloucester Road, Bristol",BS7 8BF,35899,175154,Yes,272,Square Metres,NULL,NULL,NULL,98.8,343,218,441.9,98.8,n/a,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,10,10,14,C1 Hotels and Halls of Residence,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3370385,63336577,NULL,"144 Whitehall Road, 
Bristol",BS5 9BP,361339,173771,NULL,0.0122,Hectares,0,1,1,0,61.5,61.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,2,2,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,1,NULL,NULL,NULL,NULL,1
3370385,63336577,NULL,"144 Whitehall Road, 
Bristol",BS5 9BP,361339,173771,NULL,0.0122,Hectares,0,1,1,0,61.5,61.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,1,1,0,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,1,NULL,NULL,NULL,NULL,1
3376738,64740399,NULL,"33 Brockworth Crescent, Stapleton, Bristol",BS16 1HQ,NULL,NULL,Yes,0.05,Hectares,0,0,0,0,180,180,180,-180,NULL,No,NULL,NULL,NULL,NULL,12,Cars,4,4,0,14,Other,NULL,NULL,NULL,NULL,3,NULL,Houses,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376738,64740399,NULL,"33 Brockworth Crescent, Stapleton, Bristol",BS16 1HQ,NULL,NULL,Yes,0.05,Hectares,0,0,0,0,180,180,180,-180,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,5,7,2,14,Other,NULL,NULL,NULL,NULL,3,NULL,Houses,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3328288,53737478,NULL,"Eastfield Stables, May Walk, Elsenham Road, Stansted, Essex, ",CM24 8SS,NULL,NULL,NULL,1.95,NULL,5,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,0,20,20,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,NULL,5,NULL,NULL,NULL
3369640,63172228,NULL,"87 Queenshill Road,
Bristol",BS4 2XQ,NULL,NULL,NULL,0.03,Hectares,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,3,3,0,14,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,1,NULL,NULL,NULL,1
3369640,63172228,NULL,"87 Queenshill Road,
Bristol",BS4 2XQ,NULL,NULL,NULL,0.03,Hectares,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,2,2,14,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,1,NULL,NULL,NULL,1
3329554,54018500,NULL,"Belcham’s Lane and Maces Farm, Rickling Green, Newport, ",CB11 3YG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3360671,61099991,NULL,"1-3 High Street,
Bristol",BS9 3DR,NULL,NULL,NULL,0.02,Hectares,0,4,4,NULL,314,314,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,NULL,8,NULL,13,A2 Financial and Professional Services,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,4,NULL,NULL,NULL,NULL,4
3346437,57791244,NULL,"1 Wheatfield Road
Harpenden",AL5 2NY,NULL,NULL,NULL,1350,Square Metres,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3320120,51968439,NULL,"Land East of Pines Hill
Stansted Mountfitchet",CM24 8EY,550811,224431,NULL,0.99,Hectares,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,NULL,6,5,NULL,11
3320120,51968439,NULL,"Land East of Pines Hill
Stansted Mountfitchet",CM24 8EY,550811,224431,NULL,0.99,Hectares,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,Flats and Maisonettes,Social Rented,4,2,NULL,NULL,NULL,6
