CaseUniqueId,CaseNodeId,ProposalDescription,SiteAddress,SitePostcode,SiteEasting,SiteNorthing,SiteVisibleFromPublicLand,SiteArea,SiteAreaUnitMeasurement,TotalExistingResidentialUnits,TotalProposedResidentialUnits,NetResidentialUnitChange,NetAdditionalFloorspaceSqM,NonResExistingFloorspaceSqM,NonResFloorspaceLostSqM,NonResFloorspaceProposedSqM,NonResNetFloorspaceSqM,ActivitiesProcessesDescription,IsWasteDevelopment,WasteType,WasteMaxThroughputType,VoidCapacityCubicMetres,LiquidWasteMaxAnnualThroughput,ParkingGroupID,ParkingVehicleType,ParkingExistingSpaces,ParkingProposedSpaces,ParkingSpaceDifference,NonResGroupID,UseClass,FloorspaceChange,ExistingFloorspaceSqM,FloorspaceLostSqM,FloorspaceProposedSqM,ExistingHousingGroupID,ExistingHousingOccupancyType,ExistingHousingUnitType,ExistingHousing1BedCount,ExistingHousing2BedCount,ExistingHousing3BedCount,ExistingHousing4PlusBedCount,ExistingHousingUnknownBedCount,ExistingHousingTotalUnits,ProposedHousingGroupID,ProposedHousingUnitType,ProposedHousingOccupancyType,ProposedHousing1BedCount,ProposedHousing2BedCount,ProposedHousing3BedCount,ProposedHousing4PlusBedCount,ProposedHousingUnknownBedCount,ProposedHousingTotalUnits
3348598,58278364,NULL,"Former Friends School Field, Mount Pleasant Road, Saffron Walden",CB11 3EB,NULL,NULL,NULL,6.72,Hectares,0,91,91,427,NULL,NULL,427,427,NULL,No,NULL,NULL,NULL,NULL,14,Cars,0,229,229,16,Other,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,Houses,Social Rented,NULL,NULL,16,1,NULL,17
3348598,58278364,NULL,"Former Friends School Field, Mount Pleasant Road, Saffron Walden",CB11 3EB,NULL,NULL,NULL,6.72,Hectares,0,91,91,427,NULL,NULL,427,427,NULL,No,NULL,NULL,NULL,NULL,15,Other (E.g. Bus),0,2,2,16,Other,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,Houses,Social Rented,NULL,NULL,16,1,NULL,17
3349259,58416908,NULL,"Land adjacent to Village Hall, East of Cambridge Road, Ugley, Bishops Stortford, Hertfordshire
",CM22 6HR,NULL,NULL,NULL,1.07,NULL,0,16,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,Cars,0,44,NULL,14,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,2,3,5,NULL,10
3349259,58416908,NULL,"Land adjacent to Village Hall, East of Cambridge Road, Ugley, Bishops Stortford, Hertfordshire
",CM22 6HR,NULL,NULL,NULL,1.07,NULL,0,16,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,Cars,0,44,NULL,14,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,Houses,Social Rented,1,2,3,NULL,NULL,6
3350786,58755851,NULL,"Redland Filling Station
Hampton Road
Redland
Bristol",BS6 6JA,NULL,NULL,NULL,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3351146,58828961,NULL,"22 and 24 St. Annes Road, London Colney, St. Albans, Herts, ",AL2 1LJ,NULL,NULL,NULL,0.1275,Hectares,2,5,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,0,10,10,14,NULL,NULL,NULL,NULL,NULL,3,Market Housing,Houses,NULL,NULL,2,NULL,NULL,2,2,Houses,Market Housing,NULL,NULL,5,NULL,NULL,5
3351146,58828961,NULL,"22 and 24 St. Annes Road, London Colney, St. Albans, Herts, ",AL2 1LJ,NULL,NULL,NULL,0.1275,Hectares,2,5,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,10,10,14,NULL,NULL,NULL,NULL,NULL,3,Market Housing,Houses,NULL,NULL,2,NULL,NULL,2,2,Houses,Market Housing,NULL,NULL,5,NULL,NULL,5
3352232,59081192,NULL,"Unit H,
Eastgate Retail Park,
Eastgate Road,
Bristol
",BS5 6XX,NULL,NULL,NULL,0.007,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3353576,59393215,NULL,"20 Whiteladies Road
Bristol",BS8 2LG,357787,173663,NULL,0.03,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3354954,59734769,NULL,"23 Hillsborough Road,
Bristol
",BS4 3QW,NULL,NULL,NULL,0.02,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3354970,59737373,NULL,"8 Druid Stoke Avenue, 
Bristol",BS9 1DD,NULL,NULL,NULL,0.2,Hectares,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,NULL,NULL,NULL,NULL,1,NULL,1
3356346,60055854,NULL,"Redcliff Quay
120 Redcliff Street
Redcliff
Bristol",BS1 6HU,NULL,NULL,NULL,0.48,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3357271,60267979,NULL,"Former St John's School, 
Firle Road, 
Seaford, ",BN25 2HU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3357844,60418105,NULL,"Land North of Thaxted Road
Saffron Walden",NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3358488,60575261,NULL,"Land at Colne Spring Villa,
Colney Heath,
St Albans,",AL4 0PB,NULL,NULL,NULL,0.84,Hectares,NULL,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,6,3,NULL,NULL,9
3358911,60670811,NULL,"Land West of High Street,
Stebbing",NULL,565783,224641,NULL,5.84,NULL,0,28,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,Cars,0,59,59,16,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,0,5,3,3,0,11
3358911,60670811,NULL,"Land West of High Street,
Stebbing",NULL,565783,224641,NULL,5.84,NULL,0,28,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,Cars,0,59,59,16,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,Houses,Social Rented,3,4,1,0,0,8
3358911,60670811,NULL,"Land West of High Street,
Stebbing",NULL,565783,224641,NULL,5.84,NULL,0,28,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,Cars,0,59,59,16,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,Houses,NULL,3,0,0,0,0,3
3358911,60670811,NULL,"Land West of High Street,
Stebbing",NULL,565783,224641,NULL,5.84,NULL,0,28,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,Cars,0,59,59,16,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,Houses,NULL,0,1,2,0,0,3
3359892,60912700,NULL,"65 Lodge Causeway,
Fishponds,
Bristol",BS16 3JA,NULL,NULL,NULL,0.02,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3360113,60971760,NULL,"17 Clarendon Road,
Bristol",BS6 7EX,NULL,NULL,NULL,0.02,Hectares,NULL,1,NULL,NULL,328,191,157,-171,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,NULL,1,NULL,NULL,NULL,NULL
3360113,60971760,NULL,"17 Clarendon Road,
Bristol",BS6 7EX,NULL,NULL,NULL,0.02,Hectares,NULL,1,NULL,NULL,328,191,157,-171,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,NULL,1,NULL,NULL,NULL,NULL
3360299,61009201,NULL,"Bull Inn, 
333 Crews Hole Road,
Bristol",BS5 8BQ,NULL,NULL,NULL,0.17,Hectares,0,9,9,NULL,398.4,398.4,700,301.6,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,13,11,2,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,3,6,NULL,NULL,NULL,9
3360292,61010473,NULL,"14 Marlborough Street,
Bristol",BS5 6RH,NULL,NULL,NULL,0.02,Hectares,NULL,NULL,NULL,NULL,0,0,94,94,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3360374,61025737,NULL,"Land East at Lower Road, 
Little Hallingbury,
Essex",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3360501,61058539,NULL,"37 Sandholme Road,
Brislington,
Bristol",BS4 3RP,NULL,NULL,NULL,0.02,Hectares,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,Market Housing,Houses,NULL,NULL,1,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,NULL,2,NULL,NULL,NULL,NULL
3361117,61207413,NULL,"7 Redcatch Road, 
Bristol",BS4 2EP,NULL,NULL,NULL,0.02,Hectares,0,1,1,NULL,70,70,0,-70,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,NULL,2,2,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,1,NULL,NULL,NULL,NULL,1
3361296,61248526,NULL,"265-267 Church Road,
Bristol",BS5 9HU,NULL,NULL,NULL,0.03,Hectares,NULL,NULL,NULL,273,414,414,687,687,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,22,22,13,A1 Shops,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3361506,61294696,NULL,"2 Merton Road,
Bristol",BS7 8TL,NULL,NULL,NULL,0.03,Hectares,NULL,NULL,NULL,NULL,414,414,687,-414,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,22,22,13,A1 Shops,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3361514,61295483,NULL,"265-267 Church Road,
Bristol",BS5 9HU,NULL,NULL,NULL,0.02,Hectares,NULL,NULL,NULL,16,230,187,43,203,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,NULL,8,8,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3361514,61295483,NULL,"265-267 Church Road,
Bristol",BS5 9HU,NULL,NULL,NULL,0.02,Hectares,NULL,NULL,NULL,16,230,187,43,203,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,NULL,8,8,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3361610,61324081,NULL,"10 Melvin Square and 1 Ilminster Avenue,
Knowle
Bristol City,
Bristol",BS4 1LZ,359386,170086,NULL,526,Square Metres,2,NULL,-2,600,325,0,446,78,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,1,1,0,13,Other,NULL,NULL,NULL,NULL,3,Market Housing,Houses,1,NULL,NULL,1,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3361610,61324081,NULL,"10 Melvin Square and 1 Ilminster Avenue,
Knowle
Bristol City,
Bristol",BS4 1LZ,359386,170086,NULL,526,Square Metres,2,NULL,-2,600,325,0,446,78,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,1,1,0,14,Other,NULL,NULL,NULL,NULL,3,Market Housing,Houses,1,NULL,NULL,1,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3361610,61324081,NULL,"10 Melvin Square and 1 Ilminster Avenue,
Knowle
Bristol City,
Bristol",BS4 1LZ,359386,170086,NULL,526,Square Metres,2,NULL,-2,600,325,0,446,78,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,1,1,0,15,Other,NULL,NULL,NULL,NULL,3,Market Housing,Houses,1,NULL,NULL,1,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3361740,61359380,NULL,"43a (Land adjacent to 43),
Ambleside Avenue,
Bristol",NULL,357707,178268,NULL,131,Square Metres,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,NULL,1,NULL,NULL,1
3362717,61617805,NULL,"399 Filton Avenue,
Bristol",BS7 0LH,360312,177618,NULL,340,Square Metres,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3362803,61622904,NULL,"7 Bellevue Cottages,
Clifton,
Bristol,",BS8 4TG,NULL,NULL,NULL,0.01,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,1,1,0,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3363062,61689371,NULL,"Land west of Birchanger Lane, Birchanger (Site A)
Land at Tot Lane, Birchanger (Site B)
Land at Forest Hall Road, Stansted Mountfitchet (Site D) and Land south of Forest Hall Road, Stansted Mountfitchet (Site E)
Land between Parsonage Lane and Forest Hall School, Stansted Mountfitchet (Site F)
Land east of Parsonage Lane and south of Forest Hall School, Stansted Mountfitchet (Site G)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3363190,61727890,NULL,"Land located between Thaxted substation and The Cutlers Solar Farm site, Thaxted",NULL,562271,232363,NULL,3.4,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3364167,61960454,NULL,"Land to the east of Cox Ley, Hatfield Heath, Essex",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3364272,61988727,NULL,"7 Belvedere Road,
Westbury Park,
Bristol",BS6 7JG,NULL,NULL,NULL,0.036,Hectares,3,12,NULL,11,485,485,496,11,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,8,8,13,C2 Residential Institutions,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,NULL,2,NULL,1,NULL,3,2,Unknown,Market Housing,NULL,NULL,NULL,12,NULL,12
3364586,62031925,NULL,"Ground Floor Flat,
6 Gordon Road,
Clifton,
Bristol",BS8 1AP,NULL,NULL,NULL,0.07,Hectares,0,1,1,0,84.52,84.52,84.52,0,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,NULL,1,NULL,NULL,NULL,1
3364562,62035360,NULL,"87A Redland Road,
Redland,
Bristol",BS6 6RD,NULL,NULL,NULL,383,Square Metres,NULL,10,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,NULL,NULL,NULL,NULL,1,NULL,2,Bedsit/Studios,Market Housing,NULL,NULL,NULL,10,NULL,10
3364589,62049112,NULL,"4 The Mont,
St Andrew's Road,
Bristol,",BS6 5ED,NULL,NULL,NULL,0.01,Hectares,1,NULL,-1,NULL,0,0,98,98,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,1,1,0,14,Other,NULL,NULL,NULL,NULL,3,Market Housing,Houses,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3364589,62049112,NULL,"4 The Mont,
St Andrew's Road,
Bristol,",BS6 5ED,NULL,NULL,NULL,0.01,Hectares,1,NULL,-1,NULL,0,0,98,98,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,NULL,4,4,14,Other,NULL,NULL,NULL,NULL,3,Market Housing,Houses,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3365009,62132629,NULL,"Land to the Rear of 6 Tyndalls Park Road,
Cotham,
Bristol,",BS8 1PY,NULL,NULL,NULL,0.014,Hectares,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,4,0,-4,14,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,NULL,1,NULL,NULL,1
3365009,62132629,NULL,"Land to the Rear of 6 Tyndalls Park Road,
Cotham,
Bristol,",BS8 1PY,NULL,NULL,NULL,0.014,Hectares,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,2,2,14,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,NULL,1,NULL,NULL,1
3365002,62132889,NULL,"Land to the Rear of 9 Priory Road,
Clifton,
Bristol,",BS8 1PY,NULL,NULL,NULL,0.01,Hectares,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,2,1,1,14,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,NULL,NULL,1,NULL,1
3365002,62132889,NULL,"Land to the Rear of 9 Priory Road,
Clifton,
Bristol,",BS8 1PY,NULL,NULL,NULL,0.01,Hectares,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,4,4,14,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,NULL,NULL,1,NULL,1
3366773,62502509,NULL,"237/237A Gloucester Road,
Bristol",BS7 8NX,NULL,NULL,NULL,0.03,Hectares,2,0,-2,98,0,0,240,240,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,12,12,13,Other,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,NULL,NULL,NULL,2,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3367512,62667044,NULL,"7 Redcatch Road, 
Bristol,",BS4 2EP,NULL,NULL,NULL,0.02,Hectares,0,1,1,NULL,70,70,0,-70,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,NULL,2,2,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,1,NULL,NULL,NULL,NULL,1
3367902,62759342,NULL,"11-13 Whiteladies Road,
Clifton,
Bristol",BS8 1PB,357831,173532,NULL,0.0662,NULL,NULL,NULL,NULL,-214,214,214,4 rooms,4 rooms,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,10,0,10,14,C1 Hotels and Halls of Residence,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3369181,63074771,NULL,"66 Church Road,
Bristol
",BS5 9JY,NULL,NULL,NULL,0.04,Hectares,0,9,9,-407,407,407,0,-407,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,14,14,14,Other,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,3,NULL,NULL,NULL,3
3369181,63074771,NULL,"66 Church Road,
Bristol
",BS5 9JY,NULL,NULL,NULL,0.04,Hectares,0,9,9,-407,407,407,0,-407,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,14,14,14,Other,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,Flats and Maisonettes,Market Housing,4,2,NULL,NULL,NULL,6
3370226,63299694,NULL,"110-112 The Assembly, East Street, Bedminster, Bristol",BS3 4EY,358502,171563,NULL,0.0645,Hectares,0,1,1,-299,353,353,54,-353,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,8,8,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Cluster Flats,Market Housing,NULL,NULL,NULL,1,NULL,NULL
3370226,63299694,NULL,"110-112 The Assembly, East Street, Bedminster, Bristol",BS3 4EY,358502,171563,NULL,0.0645,Hectares,0,1,1,-299,353,353,54,-353,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,8,8,13,A4 Drinking Establishments,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Cluster Flats,Market Housing,NULL,NULL,NULL,1,NULL,NULL
3370418,63346283,NULL,"144 Whitehall Road, Bristol",BS5 9BP ,361339,173771,NULL,0.0122,Hectares,1,3,2,0,61.5,61.5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,1,1,NULL,14,Other,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,NULL,1,NULL,NULL,NULL,1,2,Flats and Maisonettes,Market Housing,1,2,NULL,NULL,NULL,3
3370418,63346283,NULL,"144 Whitehall Road, Bristol",BS5 9BP ,361339,173771,NULL,0.0122,Hectares,1,3,2,0,61.5,61.5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,5,NULL,14,Other,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,NULL,1,NULL,NULL,NULL,1,2,Flats and Maisonettes,Market Housing,1,2,NULL,NULL,NULL,3
3370511,63357980,NULL,"11-13 Whiteladies Road, Bristol, ",BS8 1PB,357831,173532,NULL,0.1082,Hectares,NULL,NULL,NULL,0,983.6,983.6,983.6,983.6,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,20,12,-8,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3370511,63357980,NULL,"11-13 Whiteladies Road, Bristol, ",BS8 1PB,357831,173532,NULL,0.1082,Hectares,NULL,NULL,NULL,0,983.6,983.6,983.6,983.6,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,10,10,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
